gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
Female,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,474.31,0
Female,0,No,No,44,Yes,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.17,3498.22,0
Male,0,No,Yes,61,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,85.08,5267.74,0
Female,1,No,No,70,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,39.62,2755.88,0
Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,18.0,156.59,0
Female,0,No,No,45,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),49.67,2239.63,0
Female,1,Yes,No,63,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,Yes,Electronic check,63.9,4007.8,0
Male,1,No,No,45,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,66.68,2933.19,0
Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),18.0,985.95,0
Female,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.1,3248.02,0
Male,1,No,Yes,28,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.87,2918.05,0
Female,1,No,No,61,No,No,Fiber optic,No internet service,No,Yes,No,No,No,One year,Yes,Mailed check,98.7,6069.12,1
Female,1,Yes,No,51,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,106.66,5391.6,0
Male,0,Yes,No,53,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),33.61,1744.32,0
Male,0,No,No,56,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.37,5446.75,1
Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,41.99,2789.98,0
Female,0,Yes,No,21,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Mailed check,93.68,1950.62,0
Male,0,Yes,No,19,Yes,No,No,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),47.88,885.67,0
Male,0,No,Yes,32,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,80.56,2571.56,0
Female,0,No,Yes,71,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,116.06,8254.76,0
Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),97.99,2388.04,0
Male,0,No,No,45,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),42.33,1943.72,1
Female,0,Yes,No,56,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),35.83,1953.7,1
Female,1,No,Yes,4,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,93.29,355.17,1
Male,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,109.58,5812.93,1
Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),82.89,4972.22,1
Female,0,No,No,7,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.66,313.23,1
Male,0,Yes,No,15,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),71.26,1032.31,1
Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.97,3954.79,1
Female,1,No,No,60,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),67.31,4058.1,0
Male,0,No,No,14,Yes,No,DSL,No,No internet service,No,Yes,No,No,Two year,No,Mailed check,42.36,610.49,0
Male,0,No,No,64,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,101.91,6522.36,0
Male,0,No,No,21,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,126.35,2723.54,0
Female,0,Yes,No,2,Yes,No,DSL,No,No internet service,No,No,Yes,No,Two year,Yes,Credit card (automatic),112.8,194.21,0
Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,Yes,Mailed check,18.0,962.18,0
Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,104.68,1366.35,0
Female,1,No,No,35,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No,Two year,No,Credit card (automatic),87.35,3039.82,0
Male,1,No,No,66,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),50.28,3425.4,0
Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),18.0,100.95,0
Male,0,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),66.59,3103.91,0
Female,0,Yes,No,64,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),80.91,5183.64,0
Male,0,No,No,56,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),36.79,2030.09,0
Female,0,No,No,26,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),106.97,2665.15,0
Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),106.24,443.75,0
Female,0,Yes,No,70,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,84.04,5894.89,0
Male,1,Yes,No,56,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,28.82,1670.03,1
Female,0,Yes,No,14,No,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),62.14,842.16,1
Female,0,No,No,29,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.71,2566.64,0
Male,0,Yes,No,19,Yes,No,No,Yes,No internet service,No,Yes,No,Yes,One year,No,Credit card (automatic),89.73,1657.95,0
Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,49.03,1668.99,0
Female,0,No,No,2,No,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,One year,No,Mailed check,53.43,181.7,0
Female,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Two year,No,Bank transfer (automatic),48.26,1980.69,0
Female,0,No,No,38,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),61.51,2401.55,0
Male,0,No,No,25,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.4,1418.32,1
Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),49.93,-20.09,1
Male,0,Yes,Yes,22,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),65.87,1428.94,0
Male,0,Yes,No,22,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),71.2,1606.02,0
Male,0,No,No,15,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),102.61,1454.18,1
Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,18.0,166.04,0
Female,0,No,No,12,Yes,No,No,No,Yes,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),106.58,1317.88,0
Female,0,No,No,27,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,47.58,1397.82,1
Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),125.82,3319.1,0
Male,0,No,No,50,Yes,Yes,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),90.2,4533.75,0
Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,86.42,5445.88,0
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),66.88,3438.04,1
Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),131.89,4910.45,1
Male,1,Yes,No,64,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),69.08,4317.54,0
Female,0,Yes,Yes,17,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),115.35,1971.62,1
Female,0,No,Yes,62,Yes,Yes,No,No,No internet service,No internet service,No,No,No,Two year,No,Mailed check,52.76,3138.89,0
Male,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,91.5,4462.31,1
Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No internet service,No,One year,Yes,Mailed check,126.95,1017.7,0
Male,1,No,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,44.56,558.65,1
Female,1,Yes,Yes,39,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.74,3238.56,0
Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Mailed check,48.81,2690.43,0
Female,0,Yes,No,42,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,82.89,3557.36,0
Male,0,No,No,43,Yes,No,No,No,Yes,No,No,No,No internet service,Two year,No,Bank transfer (automatic),126.82,5493.56,0
Male,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,42.0,2812.66,0
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),74.68,2405.07,0
Male,1,No,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.97,1039.95,1
Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),66.12,2324.9,1
Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.64,746.55,0
Female,0,Yes,No,19,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,61.05,1141.32,0
Female,0,Yes,No,11,No,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Electronic check,117.22,1292.4,1
Female,0,No,No,61,Yes,No phone service,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.5,5171.36,1
Female,0,Yes,No,17,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.3,544.58,1
Male,1,No,No,62,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,79.59,4884.66,0
Female,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),113.83,2723.28,1
Male,0,Yes,No,11,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),86.27,935.55,1
Female,0,No,No,20,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,77.82,1654.37,1
Female,0,Yes,Yes,24,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),61.07,1478.17,1
Male,0,Yes,No,10,Yes,No,No,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.09,704.59,0
Male,1,No,No,63,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,70.33,4480.61,1
Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),18.0,924.69,1
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Two year,No,Electronic check,83.91,5016.78,0
Male,0,Yes,Yes,48,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),99.9,4786.29,0
Female,0,No,No,13,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),47.56,652.18,0
Male,0,No,No,0,No,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.97,0.0,0
Male,0,Yes,No,24,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),80.61,1851.24,0
Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,94.31,5417.81,1
Female,0,No,No,71,No,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,70.37,4951.88,1
Male,0,No,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Two year,No,Credit card (automatic),86.19,5877.33,0
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),35.15,152.31,1
Male,1,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),39.57,788.45,1
Female,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),82.93,1825.09,0
Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,63.11,515.06,0
Female,0,Yes,Yes,49,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,Yes,One year,No,Credit card (automatic),22.58,1039.57,0
Male,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),80.42,1198.51,0
Female,1,Yes,No,32,No,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,31.76,1129.99,0
Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),151.08,168.19,1
Female,0,Yes,Yes,13,No,Yes,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),18.0,206.01,0
Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),71.58,0.0,0
Male,0,Yes,No,57,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),36.52,2133.74,0
Male,0,Yes,Yes,15,Yes,No,No,Yes,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,97.48,1487.09,0
Male,0,No,Yes,46,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,57.91,2705.44,1
Male,0,Yes,No,43,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,One year,No,Mailed check,100.38,4364.31,0
Male,0,Yes,Yes,13,No,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),93.02,1217.1,1
Male,0,No,Yes,23,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,37.97,889.76,1
Male,0,Yes,No,54,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,48.18,2571.81,0
Female,0,Yes,Yes,14,No,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),59.66,804.77,0
Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,67.97,4821.85,0
Female,0,No,No,33,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),64.11,2049.41,1
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Two year,No,Credit card (automatic),91.84,110.28,0
Female,0,Yes,No,26,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,77.02,1962.71,0
Male,0,Yes,No,71,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.62,3673.97,0
Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,42.63,963.72,0
Female,1,No,Yes,67,Yes,Yes,No,No,No,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),45.52,2984.0,0
Male,0,No,No,13,Yes,No,No,Yes,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),79.9,1059.2,0
Female,0,No,No,62,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),64.21,3877.76,0
Female,0,Yes,Yes,64,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),132.41,8503.67,0
Female,1,No,No,67,No,Yes,No,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,69.99,4719.46,0
Female,1,No,No,62,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.66,4724.44,0
Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),18.0,1151.19,0
Male,0,Yes,No,31,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.86,899.75,1
Male,0,Yes,Yes,12,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),36.36,412.19,0
Female,0,Yes,No,65,Yes,Yes,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,54.01,3479.84,1
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,Two year,No,Bank transfer (automatic),25.53,511.03,0
Male,0,Yes,Yes,23,Yes,No,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Credit card (automatic),35.35,897.58,0
Female,0,No,Yes,10,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),89.95,903.72,0
Male,1,Yes,Yes,58,No,No,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,44.2,2514.19,1
Male,0,No,Yes,14,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Mailed check,68.77,948.88,1
Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,87.76,838.79,1
Female,0,Yes,No,40,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,Two year,No,Mailed check,98.4,3963.7,0
Female,0,Yes,No,26,Yes,Yes,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,78.78,2049.98,0
Female,0,Yes,No,59,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),80.58,4741.0,0
Female,0,No,No,51,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,No,Bank transfer (automatic),99.32,4980.9,0
Female,0,No,No,27,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),82.43,2214.87,1
Female,1,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.06,6448.46,0
Female,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),18.0,266.94,0
Male,1,Yes,No,43,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,67.49,2916.15,0
Female,1,Yes,Yes,9,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.67,732.55,1
Male,0,No,No,62,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,Yes,Mailed check,66.46,4121.51,1
Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),73.7,3420.11,0
Female,0,No,Yes,37,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,57.75,2133.72,0
Female,0,No,Yes,69,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),93.67,6460.18,0
Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),53.93,2861.4,0
Male,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.47,2747.89,0
Female,0,No,No,53,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,113.32,6044.91,1
Male,0,No,Yes,19,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,109.13,2135.46,0
Male,0,No,Yes,30,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.73,2260.04,0
Male,0,No,No,6,Yes,No,No,Yes,No internet service,No internet service,No,No,No,Two year,No,Mailed check,50.89,317.57,0
Female,0,No,Yes,57,Yes,No,DSL,No,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),20.97,1232.14,0
Female,0,Yes,No,9,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.06,562.1,1
Male,1,Yes,No,9,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.25,735.66,0
Female,0,No,No,38,Yes,No,DSL,No,No internet service,No,Yes,No,No,One year,No,Credit card (automatic),48.37,1800.12,0
Female,0,No,No,27,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,70.18,1870.33,0
Female,0,No,No,29,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.55,1667.6,0
Male,0,Yes,No,36,Yes,Yes,DSL,Yes,No,No internet service,No,No,No,One year,No,Credit card (automatic),18.33,577.06,0
Male,0,No,Yes,66,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,73.51,4810.57,0
Male,0,No,No,42,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.05,3370.49,0
Male,0,Yes,No,51,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,74.78,3827.98,0
Male,0,No,No,55,Yes,No,No,No,No,Yes,No internet service,No,No,One year,No,Mailed check,118.37,6515.29,0
Female,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,60.34,4079.84,0
Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,57.96,417.05,0
Male,0,No,No,22,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,One year,Yes,Electronic check,134.99,2994.73,0
Male,0,No,No,62,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),32.54,1977.05,0
Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.41,3123.31,0
Female,0,Yes,Yes,39,Yes,No,No,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),80.83,3061.27,1
Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.76,4449.82,1
Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,98.05,2235.19,0
Female,0,No,No,50,Yes,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),38.8,1979.85,0
Male,0,No,No,57,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.83,6812.41,1
Male,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,One year,No,Mailed check,83.92,2746.38,0
Male,0,No,No,15,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,45.42,580.59,1
Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,47.94,1081.55,0
Female,1,No,Yes,56,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),72.15,3994.12,0
Male,0,Yes,No,61,Yes,No phone service,No,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,134.57,8294.18,0
Male,0,No,Yes,70,Yes,No,No,No,No internet service,No,No,Yes,No,One year,Yes,Electronic check,76.37,5457.09,0
Male,0,Yes,No,71,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,134.29,9594.14,0
Female,0,No,No,69,Yes,Yes,No,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,96.34,6604.6,0
Male,0,No,No,29,Yes,Yes,No,Yes,No internet service,Yes,No,No,Yes,Two year,No,Electronic check,32.13,869.55,0
Male,0,Yes,No,22,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.23,2433.8,0
Female,0,Yes,No,31,Yes,No,No,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),41.68,1320.6,0
Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,51.55,2833.63,1
Female,0,No,No,8,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),78.27,533.24,0
Male,0,No,No,30,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.15,2128.56,1
Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,96.8,6745.98,1
Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,85.05,726.13,0
